# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, HMP, HEP, IDA, IGI, ISO, IGC, NAS, HGI, IPI, IEP, ISA, RCA, IC, HDA
# associations retrieved on: 2021-09-21 13:58:58-04
# gofunc built on: 2018-02-21 10:04:34.764444-05
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 2018-02-02 $
#   downloaded on: 2018-02-14 09:47:34-05
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201512-termdb-tables.tar.gz
#   downloaded on: 2015-12-22 05:43:21-05
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2015-11-17 14:24:21.26681-05
#     synergizer db built from: Ensembl Genes 82 / Metazoa Mart / Plant Mart
#   namespace: mgi_symbol
#   coverage: 100.0%
# size of "genespace": 6330
# number of attributes: 14778
# NOTE: these associations have been restricted to the genes included
# in the user-supplied gene space.
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
GO:0000002	mitochondrial genome maintenance	AKT3 OPA1
GO:0071705	nitrogen compound transport	AAAS ABCA12 ABCB1A ABCB9 ACVR2B ADA AHCTF1 ALKBH5 APBA1 AQP9 ARL2 BICD2 BTK CD320 CDK16 CLN3 COL4A3BP CPEB1 CYB5R4 DDX19A DDX39 DHX9 DISP1 EIF5A ENY2 FLOT1 FMR1 G3BP2 GLE1 GRM2 HHEX HNRNPA1 HNRNPA2B1 HNRNPA3 HSF1 HTT IGF2BP2 IGF2BP3 IWS1 KHSRP KIF5C LRPPRC LY6E LYN MAGOH MAGOHB MCM3AP MRPL18 MYO1C MYO5A MYO6 NCBP2 NDC1 NF1 NPM1 NUP107 NUP155 NUP160 NUP188 NUP214 NUP37 NUP43 NUP54 NUP62 NUP85 NUP88 NUP93 NUP98 NUPL2 NXF1 NXT1 PABPN1 PAK1 PARK7 PCLO PDX1 PDZK1 PHAX PLEKHA8 PNPT1 POLDIP3 POM121 PSEN1 QK RAF1 RALBP1 RANBP17 RANBP2 RAPGEF4 RHD SARNP SEC13 SEC14L1 SEH1L SLBP SLC12A2 SLC12A5 SLC15A2 SLC15A4 SLC15A5 SLC18A2 SLC25A13 SLC25A17 SLC25A26 SLC25A4 SLC35A2 SLC35B4 SLC35C1 SLC3A2 SLC6A15 SLC6A20A SLC6A6 SLC6A7 SLC6A9 SLC7A1 SLC7A11 SLC7A2 SLC7A5 SLCO3A1 SMAD2 SNAP23 SNUPN SRSF1 SRSF10 SRSF3 SRSF7 SSB SUPT6 TCN2 TH THOC1 THOC2 THOC3 THOC6 THOC7 TMEM30B TNKS TPR TRPC4 TSC1 XPO1 XPO5 XPO7 YWHAZ ZC3H3 ZFP36
GO:0071707	immunoglobulin heavy chain V-D-J recombination	EZH2 POLB
GO:0071709	membrane assembly	ANK3 ANXA2 EMP2 FLOT1 NLGN1 PACSIN2 SPTBN1
GO:0071711	basement membrane organization	COL4A1 DAG1 ITGB1 LAMC2 SPINT2
GO:0071712	ER-associated misfolded protein catabolic process	BAG6 RNF5 SDF2L1 TOR1A VCP
GO:0071714	icosanoid transmembrane transporter activity	ABCC4
GO:0071715	icosanoid transport	ABCC4 PLA2G12A PNPLA8 SLCO3A1
GO:0071724	response to diacyl bacterial lipopeptide	CD36
GO:0071726	cellular response to diacyl bacterial lipopeptide	CD36
GO:0071731	response to nitric oxide	BCAR1 CRK EGLN1 FOXO1 HNRNPD MAPK8 MTR
GO:0071732	cellular response to nitric oxide	BCAR1 CRK FOXO1 HNRNPD MAPK8 MTR
GO:0071733	transcriptional activation by promoter-enhancer looping	RUVBL2
GO:0071763	nuclear membrane organization	TARDBP TOR1A TOR1AIP1
GO:0071765	nuclear inner membrane organization	TARDBP
GO:0071772	response to BMP	BMP6 BMPR1A BMPR1B BMPR2 GATA3
GO:0071773	cellular response to BMP stimulus	BMP6 BMPR1A BMPR1B BMPR2 GATA3
GO:0071774	response to fibroblast growth factor	DSTYK IQGAP1 ITGB1BP1 SETX ZFP36 ZFP36L2
GO:0071782	endoplasmic reticulum tubular network	ASPH ATL1 ATL3 KPNB1 OSBPL8 RAB10 RAB18 RAB3GAP1 REEP5 RTN4 SPAST
GO:0071786	endoplasmic reticulum tubular network organization	ARL6IP1 ATL1 ATL2 RAB10 RAB18 REEP2 RTN3 RTN4
GO:0071787	endoplasmic reticulum tubular network assembly	ARL6IP1 RTN3 RTN4
GO:0071800	podosome assembly	BIN2 FARP2
GO:0071801	regulation of podosome assembly	ARPC2 ASAP1 LCP1 MAPK8 PALLD RHOA
GO:0071803	positive regulation of podosome assembly	ARPC2 ASAP1 LCP1 MAPK8 PALLD RHOA
GO:0071804	cellular potassium ion transport	ATP1A1 ATP1B3 KCNH1 KCNH2 KCNH3 KCNK18 KCNMA1 KCNN2 KCNQ1 TMEM175 TMEM38B
GO:0071805	potassium ion transmembrane transport	ATP1A1 ATP1B3 KCNH1 KCNH2 KCNH3 KCNK18 KCNMA1 KCNN2 KCNQ1 TMEM175 TMEM38B
GO:0071806	protein transmembrane transport	AGK AKT2 BCR C2CD5 HSP90AA1 HSPA4 HSPA8 NDUFA13 PEX1 PEX14 PEX19 PEX26 PEX3 PEX5 PEX7 RAB8B SEC63 TIMM21 TIMM9 TOMM22
GO:0071810	regulation of fever generation by regulation of prostaglandin secretion	TNFSF11
GO:0071812	positive regulation of fever generation by positive regulation of prostaglandin secretion	TNFSF11
GO:0071813	lipoprotein particle binding	CD36 HSPD1 LSR SCARB1 SORL1
GO:0071814	protein-lipid complex binding	CD36 HSPD1 LSR SCARB1 SORL1
GO:0071816	tail-anchored membrane protein insertion into ER membrane	BAG6
GO:0071817	MMXD complex	CIAO1 ERCC2 MMS19 SLC25A5
GO:0071818	BAT3 complex	BAG6
GO:0071819	DUBm complex	ENY2
GO:0071821	FANCM-MHF complex	FANCM
GO:0071822	protein complex subunit organization	ABI1 ABL1 ABL2 ACACB ACADM ACAT1 ACPP ACTN1 ACTN4 ACTR2 ACTR3 ADD1 AHCTF1 AIFM1 ALS2 AMFR ANKS4B ANO6 ANXA2 ANXA5 ANXA6 AP1B1 AP2M1 APBA1 APC APIP ARF1 ARHGAP12 ARHGAP17 ARID1A ARID2 ARPC1B ARPC2 ARPC3 ARPC4 ASF1A ASF1B ASPM ATF1 ATL1 ATL2 ATL3 ATP7A ATPAF1 ATPAF2 ATRX AUNIP AURKA AXIN1 BAG4 BAIAP2 BCAR1 BCCIP BIN2 BIRC3 BLM BRAF BRD2 BRDT BRK1 CABIN1 CALR CAMK2G CAND1 CBY1 CCDC114 CCDC155 CCDC88C CCNB1 CCT2 CCT3 CCT8 CD2AP CDC20 CDC42 CDH1 CDH2 CDK1 CDT1 CENPA CENPC1 CENPE CENPH CENPJ CENPP CENPW CEP120 CEP192 CEP57 CFL1 CFL2 CGNL1 CHAF1A CHD5 CHMP3 CHP1 CIB1 CKAP5 CLASP1 CLASP2 CLINT1 CLTA CLTC CLYBL CNGA4 COA3 COBL COG4 COPS8 CORO1B COX10 COX14 COX18 COX7A2L CPSF6 CRIPT CRK CRTC1 CSNK1D CTCF CTH CTNNA1 CTNNB1 CTTN CUL3 CUTA DAB2 DAXX DCTN6 DCTPP1 DDIT4 DDR2 DGKD DGKH DICER1 DLG1 DLG5 DMD DNAAF5 DNAJB6 DNM1L DPYSL3 DST DSTN DUT DVL2 ECT2 EEF1A1 EHD4 EMP2 ENAH ENTPD1 EPS15 EPS8 ESPL1 ETF1 EVL FARP2 FARSA FARSB FASTKD3 FAT1 FBP1 FBXO5 FCHO1 FCHO2 FERMT2 FHOD3 FIS1 FKBP1A FLNA FLOT1 FMN1 FMN2 FOXC1 FSD1 GCH1 GFPT1 GMNN GNB1 GOLGA2 GPHN GPX3 GPX4 H1F0 HAT1 HAUS3 HAUS4 HAUS5 HAUS6 HAUS8 HDAC3 HDAC6 HIGD2A HIP1R HJURP HMGCR HOOK3 HP1BP3 HPRT HSCB HSF1 HSP90AA1 HSP90AB1 HSP90B1 HSPA4 HSPA8 HTRA2 IGF1R IKZF4 ILDR1 INO80 INPPL1 IPO4 IQGAP2 ITGB1BP1 JUP KAT6A KAT6B KATNA1 KCNH2 KCNMA1 KCTD10 KCTD13 KCTD3 KCTD5 KHDC3 KHDRBS1 KIF11 KIF18A KIF24 KIF2A KIF2C KIZ KNSTRN KPNB1 LCP1 LETM1 LIMS1 LLGL1 LNX2 LONP1 MAD2L2 MAGI2 MAP2K1 MAP4 MAPK3 MAT2A MAX MBD2 MCM2 MCOLN1 MCU MDM2 MDM4 ME1 MED24 MIA3 MICAL3 MICALL2 MICU1 MIF MIS18A MOS MTMR2 MTSS1 MUC20 MYBL2 MYH10 MYH9 MYO1B NAA60 NACC1 NACC2 NAP1L1 NAP1L4 NAPA NASP NBR1 NCKAP1L NCOR1 NDC1 NDC80 NDUFA1 NDUFA10 NDUFA11 NDUFA13 NDUFA5 NDUFA8 NDUFAB1 NDUFAF4 NDUFAF7 NDUFB11 NDUFB2 NDUFB3 NDUFB4 NDUFB5 NDUFB6 NDUFB8 NDUFS4 NEDD1 NEFH NEK2 NF1 NLGN1 NLRC4 NLRP5 NOD2 NPM1 NPM2 NRG1 NSF NUMA1 NUP107 NUP153 NUP205 NUP54 NUP62 NUP93 NUP98 OAT OGT OLFM1 OOEP OPA1 OPTN OXA1L P4HA1 PACSIN1 PAF1 PAFAH1B1 PARD6B PCBD1 PCBD2 PCDH15 PCM1 PCNT PDCD6 PDCD6IP PDCL PDE4DIP PDSS2 PEX14 PEX5 PFKL PIBF1 PICALM PIWIL1 PKM PNPT1 POC1A POGZ POM121 POMP PPARGC1B PPID PPP1R9B PPP2CA PPP2R1A PPP5C PREB PRKAA1 PRKAA2 PRKAB1 PRKAG1 PRKAR2A PRKCI PRLR PSMD10 PSMD11 PSMD5 PSMD9 PSME4 PSMG1 PTGES3 PTK2 PTMA RAB11A RAC1 RAD50 RAD51 RAD52 RAF1 RALBP1 RAP1GDS1 RBBP4 RCC1 RHOA RIMS1 RIPK1 RNF213 RPS19 RPS3 RRM1 RRM2 RSF1 RTN4 SAMHD1 SAR1A SART3 SBDS SBF2 SDHAF4 SEC13 SEC16B SEC23A SEC24A SEC24B SEC24C SEC24D SEC31A SEH1L SET SETD2 SH3GLB1 SHMT2 SHPRH SHROOM4 SHTN1 SIGMAR1 SKI SLAIN2 SLC2A1 SLK SMAD2 SMAD3 SMAD4 SMARCA2 SMARCA4 SMARCA5 SMARCB1 SMARCC1 SMARCC2 SMARCD2 SMARCE1 SMC2 SMC4 SMN1 SMYD3 SNAP23 SNX2 SOD2 SORBS1 SORBS2 SPAG5 SPAST SPC25 SPICE1 SPIRE1 SPIRE2 SPTY2D1 SQSTM1 SRF SSBP3 ST13 STK11 STMN1 STOM STOML2 STRADA SURF1 SWAP70 SYCP3 SYNJ1 SYT1 SYT11 TACC2 TACC3 TAF10 TAZ TBCA TCL1 TERF1 TGFB2 TGFBR3 TIMM21 TK1 TLN1 TM9SF4 TMCC1 TMED10 TMEM199 TMEM70 TNFAIP1 TNFSF11 TNKS TOR1A TOR2A TPX2 TRA2B TRAPPC10 TRAPPC11 TRIM27 TRIM28 TRIM36 TRIOBP TRP53 TRP53BP1 TRP63 TRP73 TRPA1 TRPM7 TRPS1 TSC1 TSC2 TSPYL1 TSPYL2 TSPYL4 TTC17 TTN TUBB5 TUBG1 TUBG2 TXNRD1 TYSND1 UBE2C UBE2K UBE2S UBN1 UNC13B UNC13C UQCC1 UQCRH USP16 UVRAG UXS1 VAMP3 VAMP8 VCP VIL1 VIM VIPAS39 VMA21 VPS33B VPS4A VPS4B VPS72 VWA2 WASL WDR1 WDR62 WDR73 WHAMM WIZ XRCC6 YAP1 YWHAB ZBTB1 ZFP148 ZFP207 ZFYVE9 ZNHIT6 ZW10
GO:0071824	protein-DNA complex subunit organization	ARID1A ARID2 ASF1A ASF1B ATRX BRD2 BRDT BRF1 BRF2 CABIN1 CDT1 CENPN CENPO CENPP CENPV CHAF1A CHD5 CTCF DAXX EP300 GTF2A2 GTF2B GTF2H5 H1F0 HAT1 HJURP HP1BP3 IPO4 KAT6A KAT6B MCM2 MIS18A NAA60 NAP1L1 NAP1L4 NASP NPM1 PAF1 PIAS1 PIWIL1 PSME4 PTMA RAD51 RAD52 RBBP4 RPL23 RSF1 SART3 SET SETD2 SHPRH SMARCA2 SMARCA4 SMARCA5 SMARCB1 SMARCC1 SMARCC2 SMARCD2 SMARCE1 SMYD3 SPTY2D1 SYCP3 TAF1B TBP TSPYL1 TSPYL2 TSPYL4 UBN1 VPS72
GO:0071825	protein-lipid complex subunit organization	ABCG1 ACSL3 ARF1 LPL SCARB1 SNX9 SOAT1
GO:0071826	ribonucleoprotein complex subunit organization	ADAR AGO2 AGO3 ATXN2 ATXN2L C1QBP CELF1 CELF2 CIRBP CLNS1A CNOT7 CRNKL1 DDX28 DDX3X DENR DHX30 DHX9 DICER1 DYNC1H1 EIF2A EIF2D EIF3A EIF3D EIF5 EIF6 ERAL1 FASTKD2 G3BP2 GCFC2 GEMIN6 GEMIN7 GEMIN8 GFM2 KIF5B KLC1 LIMD1 LSM14A LSM2 MRRF MTERF4 MTIF3 NIP7 NSUN4 PATL1 PRMT5 PRPF19 PRPF3 PRPF31 PRPF6 PRPF8 PSIP1 PTBP2 PUM2 RC3H1 RPL11 RPL24 RPL38 RPL5 RPS14 RPS15 RPS19 RPS2 RPS23 RPS25 SART3 SBDS SCAF11 SETX SFSWAP SLU7 SNRPC SNRPD1 SNRPD3 SNRPF SRPK2 SRSF1 SRSF10 STRAP TAF9 TARBP2 TDRD5 TFIP11 USP39 USP4 YTHDC1 ZNHIT6 ZRSR2
GO:0071827	plasma lipoprotein particle organization	ABCG1 ACSL3 ARF1 LPL SCARB1 SOAT1
GO:0071837	HMG box domain binding	GATA3 HHEX HIVEP1 POU5F1 TCF12
GO:0071839	apoptotic process in bone marrow	BCL2L1
